content_id,client_id,baseline_rank,baseline_refresh_score,visibility_score,freshness_risk_score,position_opportunity_score,depth_gap_score,reason_codes,suggested_action_baseline,is_declining_label,impressions_90d,clicks_90d,sessions_90d,avg_position,ctr,engagement_rate,scroll_rate,content_age_days,days_since_last_update,word_count,trend_direction
content_46c51f46d26c,client_7f2253d7e2,4976,0.6847668384160998,0.9084666666666666,0.336,0.8547002721088435,0.13810207444444447,declining_with_demand|page_one_decay_risk|low_ctr_visible_page,refresh_and_review_ctr,1,13341,1,5,3.9,0.01,0.0,40.0,225,20,3940.0,down
content_508e1b3422b3,client_3fdba35f04,4977,0.6846598003214285,0.8957666666666667,0.8432,0.18646571428571435,0.5355341016666667,declining_with_demand|low_engagement_visible_page,refresh,1,11689,10,34,39.8,0.09,5.88,11.32,333,104,1693.0,down
content_618bee718a37,client_6208ef0f77,4978,0.6846587587947845,0.8400333333333333,0.8432,0.32229850340136057,0.30221599222222223,declining_with_demand|low_engagement_visible_page,refresh,1,7023,5,73,31.2,0.07,0.0,5.15,124,104,2903.0,down
content_b2df0dc998b5,client_6208ef0f77,4979,0.6846329535277778,0.8010333333333334,0.8432,0.43484666666666677,0.05095907055555555,low_engagement_visible_page,monitor,0,5207,11,75,23.4,0.21,2.67,2.4,287,104,5579.0,stable
content_a32707c05ddb,client_6208ef0f77,4980,0.6846293259044783,0.7765166666666666,0.8432,0.4706641836734693,0.0679322663888889,low_engagement_visible_page,monitor,0,4369,29,248,20.3,0.66,0.4,6.42,299,104,5022.0,stable
content_e4afe4243fdc,client_6208ef0f77,4981,0.6846085586746031,0.9487333333333333,0.336,0.7744761904761904,0.21392355444444447,declining_with_demand|low_ctr_visible_page|low_engagement_visible_page,refresh_and_review_ctr,1,22504,38,82,10.0,0.17,2.44,1.4,90,20,3393.0,down
content_4d7bba3dcb7c,client_19581e27de,4982,0.684607011060941,0.8994833333333333,0.336,0.820549081632653,0.3775281463888888,declining_with_demand|low_ctr_visible_page,refresh_and_review_ctr,1,12076,8,23,5.3,0.07,0.0,3.23,103,20,2780.0,down
content_99c747369612,client_e629fa6598,4983,0.6845984293650794,0.7640666666666667,0.5882833333333334,0.6767447619047618,0.6660114444444445,declining_with_demand|page_one_decay_risk|low_ctr_visible_page,refresh_and_review_ctr,1,3996,6,11,6.6,0.15,0.0,9.09,460,22,0.0,down
content_249fec126698,client_6208ef0f77,4984,0.6845789797103176,0.8968166666666667,0.8432,0.2745357142857143,0.08516768944444443,declining_with_demand|low_engagement_visible_page,refresh,1,11788,20,374,35.0,0.17,1.34,9.35,211,104,4839.0,down
content_d980fa882ae0,client_6208ef0f77,4985,0.6845723337176871,0.8161,0.8432,0.4097155102040817,0.05486912333333337,declining_with_demand|low_engagement_visible_page,refresh,1,5888,11,121,25.4,0.19,0.83,1.36,236,104,5502.0,down
content_734c56f956b7,client_6208ef0f77,4986,0.684570036324263,0.7639666666666667,0.8432,0.5035943537414966,0.002495624444444424,declining_with_demand|low_engagement_visible_page,refresh,1,3992,42,249,17.7,1.05,2.01,4.95,236,104,7798.0,down
content_09107ad6b332,client_a88a7902cb,4987,0.6845663798917233,0.8119833333333333,0.6749166666666667,0.5882736394557823,0.20459273388888888,declining_with_demand|low_ctr_visible_page,refresh_and_review_ctr,1,5681,8,28,14.5,0.14,3.57,14.63,126,28,3237.0,down
content_cf3553c2dba6,client_349c41201b,4988,0.6845362377482993,0.94085,0.336,0.7680408163265307,0.30772067333333325,declining_with_demand|low_ctr_visible_page|low_engagement_visible_page,refresh_and_review_ctr,1,20275,50,99,10.0,0.25,3.03,2.94,95,20,2979.0,down
content_d902d1c684ca,client_19581e27de,4989,0.6845139600595238,0.9095,0.336,0.7795714285714286,0.5004220583333333,page_one_decay_risk|low_ctr_visible_page|low_engagement_visible_page,refresh_and_review_ctr,0,13483,20,133,8.0,0.15,1.5,2.86,445,20,2448.0,up
content_2b35fa75e134,client_6208ef0f77,4990,0.6844924146031746,0.7694166666666666,0.8432,0.48677380952380955,0.041445911111111074,low_ctr_visible_page|low_engagement_visible_page,refresh_and_review_ctr,0,4135,19,63,19.0,0.46,6.35,5.71,236,104,5803.0,stable
content_bc8bf5900876,client_6208ef0f77,4991,0.684459440625,0.6725833333333333,0.8432,0.6245416666666667,0.1266138125,low_ctr_visible_page|low_engagement_visible_page,refresh_and_review_ctr,0,2180,5,43,4.5,0.23,0.0,1.54,124,104,3650.0,up
content_8315a6b19a85,client_19581e27de,4992,0.684442539314059,0.7580166666666667,0.5882833333333334,0.6868559183673469,0.6607378611111111,page_one_decay_risk|low_engagement_visible_page,monitor,0,3829,50,113,5.6,1.31,2.65,4.51,445,22,0.0,stable
content_81a16ef4d700,client_6208ef0f77,4993,0.6844394058537415,0.8614,0.8432,0.33577020408163266,0.05953709666666671,declining_with_demand|low_engagement_visible_page,refresh,1,8370,0,135,30.9,0.0,0.0,6.22,139,104,5454.0,down
content_1a55941e9b13,client_19581e27de,4994,0.6844053367063493,0.7762833333333333,0.5882833333333334,0.6542959523809524,0.6766603055555556,declining_with_demand|page_one_decay_risk|low_ctr_visible_page,refresh_and_review_ctr,1,4362,2,20,8.7,0.05,0.0,0.0,482,22,0.0,down
content_65585231e90f,client_19581e27de,4995,0.6843932104591837,0.77325,0.5882833333333334,0.6596295918367348,0.67401625,page_one_decay_risk|low_ctr_visible_page,refresh_and_review_ctr,0,4255,6,7,8.2,0.14,0.0,0.0,482,22,0.0,stable
content_389123aac313,client_349c41201b,4996,0.6843790363503401,0.9384333333333333,0.336,0.752661836734694,0.4008048766666667,declining_with_demand|low_ctr_visible_page|low_engagement_visible_page,refresh_and_review_ctr,1,19630,46,80,10.7,0.23,5.0,6.02,126,20,2764.0,down
content_906b31c43bf9,client_6208ef0f77,4997,0.684364473047619,0.9422,0.8432,0.2134371428571429,0.023303746666666715,declining_with_demand|low_engagement_visible_page,refresh,1,20600,4,107,38.9,0.02,0.0,10.22,307,104,6521.0,down
content_1e53ea7dbee8,client_6208ef0f77,4998,0.6843517551179137,0.8528833333333333,0.8432,0.34637506802721085,0.07289309555555558,low_engagement_visible_page,monitor,0,7814,5,133,30.1,0.06,0.0,7.3,236,104,5064.0,stable
content_c5efe4d3335d,client_19581e27de,4999,0.6843324458616781,0.6511666666666667,0.8432,0.5701030612244898,0.5676002777777778,declining_with_demand|page_one_decay_risk,refresh,1,1898,16,20,7.1,0.84,5.0,8.7,329,104,0.0,down
content_4f81b031719a,client_19581e27de,5000,0.684305632846372,0.9080333333333334,0.336,0.8135237414965987,0.33822728277777786,declining_with_demand|low_ctr_visible_page|low_engagement_visible_page,refresh_and_review_ctr,1,13286,52,40,6.1,0.39,0.0,2.22,124,20,2875.0,down
content_e474339b073f,client_4e07408562,5001,0.6842998485895693,0.8909333333333334,0.6550333333333334,0.46910367346938786,0.2828119377777778,declining_with_demand|low_engagement_visible_page,refresh,1,11106,27,37,24.2,0.24,8.11,6.38,420,25,3004.0,down
content_5cf2cc862509,client_6208ef0f77,5002,0.6842924197823129,0.8761333333333333,0.8432,0.2950244897959184,0.14245927999999997,declining_with_demand|low_engagement_visible_page,refresh,1,9680,48,181,33.5,0.5,1.1,2.89,125,104,3845.0,down
content_f31514b91eef,client_6208ef0f77,5003,0.6842759469569161,0.8357333333333333,0.8432,0.38546068027210884,0.013148871111111148,low_engagement_visible_page,monitor,0,6768,8,131,27.4,0.12,0.76,2.35,312,104,6826.0,stable
content_a82c7ace07e0,client_19581e27de,5004,0.6842511272777778,0.9130166666666667,0.336,0.8217150000000001,0.25631421222222217,low_engagement_visible_page,monitor,0,14013,107,131,5.9,0.76,1.53,3.57,103,20,3112.0,up
content_78ede5574fe4,client_6208ef0f77,5005,0.6842434431493765,0.9417166666666666,0.8432,0.20371829931972793,0.07334403305555552,declining_with_demand|low_engagement_visible_page,refresh,1,20484,28,142,39.4,0.14,7.04,6.0,287,104,5248.0,down
content_c97bec57fee6,client_624b60c58c,5006,0.6841744250623583,0.6600666666666667,0.8432,0.5832834013605442,0.4273381611111111,page_one_decay_risk,monitor,0,2008,11,24,6.7,0.55,4.17,30.43,356,104,1460.0,up
content_ab42f810c924,client_6208ef0f77,5007,0.684149531972789,0.794,0.8432,0.4488530612244898,0.0275253333333333,low_engagement_visible_page,monitor,0,4957,23,194,22.3,0.46,2.06,1.51,223,104,6222.0,stable
content_5f700f5a92ca,client_19581e27de,5008,0.6841423427154195,0.6902166666666667,0.8432,0.5000549319727892,0.6016388611111112,low_ctr_visible_page|low_engagement_visible_page,refresh_and_review_ctr,0,2435,3,41,14.5,0.12,4.88,4.08,313,104,0.0,stable
content_02680535f608,client_19581e27de,5009,0.6841405654761905,0.7675,0.5882833333333334,0.6688214285714286,0.6690041666666666,page_one_decay_risk|low_ctr_visible_page,refresh_and_review_ctr,0,4088,5,14,7.3,0.12,21.43,28.57,480,22,0.0,up
content_615f9ffe9296,client_6208ef0f77,5010,0.6841186162103173,0.7533166666666666,0.8432,0.518097380952381,0.006152086111111102,declining_with_demand|low_ctr_visible_page,refresh_and_review_ctr,1,3701,11,90,16.3,0.3,0.0,0.0,236,104,7237.0,down
content_33da44cb09c9,client_4e07408562,5011,0.6841164197222224,0.9957666666666667,0.1227,0.89619,0.49904506111111113,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|low_engagement_visible_page,refresh_and_review_ctr,1,114528,205,206,5.9,0.18,3.4,9.17,326,14,2603.0,down
content_c49a3b745fe8,client_349c41201b,5012,0.6841064073242631,0.9305666666666667,0.336,0.7995276870748299,0.2239563777777778,declining_with_demand|low_ctr_visible_page|low_engagement_visible_page,refresh_and_review_ctr,1,17583,85,108,7.9,0.48,2.78,5.08,95,20,3294.0,down
content_c76e5e55b95b,client_4e07408562,5013,0.6840945235062358,0.7881666666666667,0.6550333333333334,0.6337503401360545,0.2776054361111111,declining_with_demand|low_ctr_visible_page,refresh_and_review_ctr,1,4741,18,21,10.6,0.38,4.76,13.04,390,25,2920.0,down
content_481a5b957b11,client_6208ef0f77,5014,0.6840705709523809,0.9503333333333334,0.8432,0.20364285714285715,0.0013304666666666258,declining_with_demand|low_engagement_visible_page,refresh,1,23081,27,474,39.5,0.12,0.42,5.79,223,104,8217.0,down
content_42f89467aa7c,client_b4944c6ff0,5015,0.6840527316785715,0.8906333333333334,0.336,0.8161109523809524,0.45943320499999996,low_ctr_visible_page,refresh_and_review_ctr,0,11075,25,25,5.1,0.23,4.0,3.85,90,20,2565.0,stable
content_a557ce775151,client_8527a891e2,5016,0.6839839574744897,0.6845,0.8432,0.6104622448979592,0.09216792500000003,declining_with_demand|page_one_decay_risk|low_ctr_visible_page,refresh_and_review_ctr,1,2348,3,14,6.3,0.13,0.0,0.0,413,104,4130.0,down
content_5c5fab9d41e7,client_4e07408562,5017,0.6839736675453514,0.6422166666666667,0.8432,0.584548231292517,0.5597988611111111,page_one_decay_risk|low_ctr_visible_page,refresh_and_review_ctr,0,1794,1,3,5.4,0.06,0.0,0.0,545,104,0.0,up
content_f39ca18e7bbc,client_6208ef0f77,5018,0.6839354178520408,0.7761,0.8432,0.47833102040816333,0.01905325499999997,low_ctr_visible_page|low_engagement_visible_page,refresh_and_review_ctr,0,4354,3,170,19.8,0.07,0.0,12.44,287,104,6525.0,up
content_f6b68ed6150e,client_6208ef0f77,5019,0.6838427235924036,0.8044833333333333,0.8432,0.43015231292517003,0.031026240555555532,declining_with_demand|low_engagement_visible_page,refresh,1,5341,0,62,23.8,0.0,0.0,7.14,286,104,6136.0,down
content_08f4fab82371,client_3fdba35f04,5020,0.6838107274234695,0.6865,0.8432,0.5309867346938775,0.47008087499999995,low_ctr_visible_page,refresh_and_review_ctr,0,2378,6,13,12.1,0.25,0.0,5.0,310,104,1315.0,stable
content_58c9bee05bc3,client_19581e27de,5021,0.6837444721655329,0.8002333333333334,0.5882833333333334,0.6091572108843538,0.6975367222222223,low_ctr_visible_page|low_engagement_visible_page,refresh_and_review_ctr,0,5176,0,67,12.7,0.0,11.94,11.76,419,22,0.0,stable
content_75ce1a048515,client_7f2253d7e2,5022,0.683734346687075,0.9332,0.336,0.8017902040816327,0.18413591333333337,declining_with_demand|page_one_decay_risk|low_ctr_visible_page,refresh_and_review_ctr,1,18245,53,69,7.9,0.29,0.0,31.33,224,20,3586.0,down
content_b7a05de75a98,client_19581e27de,5023,0.6836912986111111,0.6340833333333333,0.8432,0.59785,0.5527093055555555,declining_with_demand|page_one_decay_risk|low_ctr_visible_page,refresh_and_review_ctr,1,1711,3,4,3.8,0.18,0.0,0.0,329,104,0.0,down
content_8a6d91669b6a,client_6208ef0f77,5024,0.6836004868571429,0.8221333333333334,0.8432,0.3993219047619048,0.03913354666666665,low_engagement_visible_page,monitor,0,6147,13,49,26.2,0.21,0.0,2.13,236,104,5933.0,stable
content_9a1f2555b1eb,client_4e07408562,5025,0.6835799736394558,0.8035,0.8432,0.2968030612244898,0.7003841666666667,general_refresh_review,monitor,0,5296,8,14,31.9,0.15,14.29,15.38,421,104,0.0,stable
content_d0513fb2a904,client_6208ef0f77,5026,0.683532181505102,0.77435,0.8432,0.45196755102040814,0.156805875,low_engagement_visible_page,monitor,0,4293,14,1044,21.4,0.33,2.59,1.69,125,104,3548.0,up
content_e1dd0983444a,client_19581e27de,5027,0.6834984209467121,0.7822166666666667,0.5882833333333334,0.6401405782312926,0.6818321944444444,page_one_decay_risk|low_ctr_visible_page|low_engagement_visible_page,refresh_and_review_ctr,0,4540,3,105,9.9,0.07,0.0,0.95,445,22,0.0,stable
content_1d2bd7c0a395,client_d029fa3a95,5028,0.6834676826955783,0.9005,0.336,0.8545561224489796,0.1765730416666667,page_one_decay_risk|low_engagement_visible_page,monitor,0,12241,68,113,3.5,0.56,4.42,11.68,280,20,3596.0,stable
content_fb7d625be26f,client_e629fa6598,5029,0.6834063635770975,0.7456833333333334,0.5882833333333334,0.7045946598639456,0.6499873055555556,page_one_decay_risk|low_engagement_visible_page,monitor,0,3495,19,55,3.7,0.54,0.0,6.67,460,22,0.0,stable
content_4c50a1ebc644,client_6208ef0f77,5030,0.6833882927083333,0.9054166666666666,0.8432,0.27162500000000006,0.0071075208333333546,declining_with_demand|low_engagement_visible_page,refresh,1,12886,4,165,35.3,0.03,0.61,4.3,299,104,7262.0,down
content_bdd7c88a58ed,client_4e07408562,5031,0.683377424047619,0.98765,0.1227,0.9453221428571429,0.3035377666666667,declining_with_demand|page_one_decay_risk|low_engagement_visible_page,refresh,1,64718,544,543,3.1,0.84,1.47,6.92,421,14,3033.0,down
content_581f405133c1,client_a88a7902cb,5032,0.6833581760873015,0.7827166666666666,0.6749166666666667,0.6293680952380952,0.2090897122222222,declining_with_demand|low_ctr_visible_page,refresh_and_review_ctr,1,4553,0,2,10.6,0.0,50.0,40.0,182,28,3166.0,down
content_6a25547cf30b,client_4e07408562,5033,0.683264612201814,0.9126166666666666,0.336,0.8437047959183673,0.12983493111111108,declining_with_demand|page_one_decay_risk|low_ctr_visible_page|low_engagement_visible_page,refresh_and_review_ctr,1,13967,43,34,4.7,0.31,5.88,19.51,390,20,4034.0,down
content_3467c6b80804,client_19581e27de,5034,0.6832351930612245,0.9116,0.336,0.777650612244898,0.4676508,page_one_decay_risk|low_ctr_visible_page,refresh_and_review_ctr,0,13804,11,39,8.2,0.08,0.0,0.0,482,20,2573.0,stable
content_978819fd5a88,client_19581e27de,5035,0.6832137152777777,0.8370833333333333,0.8432,0.23574999999999993,0.7296576388888889,low_engagement_visible_page,monitor,0,6860,6,49,36.2,0.09,0.0,1.75,362,104,0.0,up
content_e76674493276,client_6208ef0f77,5036,0.6831970444931972,0.7937,0.8432,0.45030326530612247,0.0036245633333333747,declining_with_demand|low_engagement_visible_page,refresh,1,4934,16,212,22.2,0.32,0.47,13.91,307,104,7575.0,down
content_73138e49f25d,client_f369cb89fc,5037,0.683173782,0.8754666666666666,0.336,0.8558133333333332,0.36467563999999997,declining_with_demand|low_ctr_visible_page,refresh_and_review_ctr,1,9618,3,7,2.1,0.03,0.0,14.29,95,20,2786.0,down
content_4baabeaad579,client_4e07408562,5038,0.683145668952381,0.8962666666666667,0.6550333333333334,0.43532952380952383,0.38593242666666666,low_engagement_visible_page,monitor,0,11747,20,37,26.2,0.17,5.41,7.89,420,25,2757.0,stable
content_f1f331c3cc6c,client_6208ef0f77,5039,0.6831044941394558,0.9555333333333333,0.8432,0.1833063945578231,0.04209124333333337,declining_with_demand|low_engagement_visible_page,refresh,1,25681,18,282,40.6,0.07,0.71,1.16,144,104,6015.0,down
content_0ed946742162,client_349c41201b,5040,0.6830850229659864,0.9014,0.336,0.8278163265306122,0.29541882666666663,declining_with_demand|low_ctr_visible_page|low_engagement_visible_page,refresh_and_review_ctr,1,12365,37,42,5.0,0.3,2.38,2.13,126,20,2977.0,down
content_e6642d0fa24d,client_6208ef0f77,5041,0.6830548126269841,0.8572666666666666,0.8432,0.33415904761904763,0.07296768111111107,declining_with_demand|low_engagement_visible_page,refresh,1,8085,1,30,30.9,0.01,0.0,4.55,307,104,5079.0,down
content_bf940fe22f91,client_6208ef0f77,5042,0.6829960432270408,0.89865,0.8432,0.26776102040816324,0.07271576249999998,low_engagement_visible_page,monitor,0,12007,22,78,35.4,0.18,6.41,4.31,216,104,5171.0,stable
content_b1edb01d7ede,client_19581e27de,5043,0.6829946252636054,0.8899666666666667,0.336,0.8300301360544218,0.37400849166666666,declining_with_demand|low_ctr_visible_page|low_engagement_visible_page,refresh_and_review_ctr,1,11003,54,60,4.3,0.49,1.67,3.95,124,20,2779.0,down
content_3cc5dab2727c,client_19581e27de,5044,0.6828949585317459,0.6455166666666666,0.8432,0.5743780952380952,0.562675361111111,declining_with_demand|page_one_decay_risk|low_ctr_visible_page,refresh_and_review_ctr,1,1828,1,18,6.4,0.05,0.0,0.0,313,104,0.0,down
content_d949c2698810,client_a88a7902cb,5045,0.6828747431547619,0.9158333333333334,0.336,0.7868690476190476,0.38048295833333334,low_ctr_visible_page|low_engagement_visible_page,refresh_and_review_ctr,0,14510,53,82,7.9,0.37,3.66,17.58,90,20,2788.0,stable
content_817d23eb3fa6,client_6208ef0f77,5046,0.6828138746712019,0.8195333333333333,0.8432,0.35959115646258505,0.24285504444444445,declining_with_demand|low_engagement_visible_page,refresh,1,6034,38,147,28.5,0.63,0.68,2.99,125,104,3062.0,down
content_539456874439,client_6208ef0f77,5047,0.6827932615308957,0.6839833333333334,0.8432,0.5974385034013606,0.13760604694444448,declining_with_demand|low_ctr_visible_page,refresh_and_review_ctr,1,2340,1,28,7.2,0.04,7.14,5.88,124,104,3559.0,down
content_78416b39896a,client_6208ef0f77,5048,0.6827612625683107,0.7446166666666667,0.8432,0.5257905442176871,0.010139196944444486,declining_with_demand|low_ctr_visible_page|low_engagement_visible_page,refresh_and_review_ctr,1,3460,1,117,15.4,0.03,0.0,13.89,216,104,6903.0,down
content_1b46f6ef7ef9,client_19581e27de,5049,0.6827541065992064,0.9092833333333333,0.336,0.7793857142857143,0.4678868938888888,page_one_decay_risk|low_ctr_visible_page|low_engagement_visible_page,refresh_and_review_ctr,0,13450,11,32,8.0,0.08,3.13,2.86,257,20,2568.0,up
content_4932d15b0237,client_3fdba35f04,5050,0.6827337324920634,0.6849333333333333,0.8432,0.5283771428571429,0.47412226888888886,declining_with_demand|low_ctr_visible_page,refresh_and_review_ctr,1,2354,3,10,12.2,0.13,10.0,25.0,333,104,1273.0,down
content_a3faadb47222,client_4e07408562,5051,0.6826709094829932,0.8463166666666667,0.6550333333333334,0.5354248299319728,0.2755607066666667,low_ctr_visible_page,refresh_and_review_ctr,0,7385,14,22,19.0,0.19,0.0,7.14,280,25,2982.0,up
content_4d43ab53fa3f,client_6208ef0f77,5052,0.6826573490589568,0.8324666666666667,0.8432,0.3771583673469388,0.04842181111111114,declining_with_demand|low_engagement_visible_page,refresh,1,6595,3,60,27.8,0.05,0.0,1.92,216,104,5693.0,down
content_6f0c6180deb5,client_19581e27de,5053,0.6825655892857142,0.6495,0.8432,0.5659928571428571,0.5661475,page_one_decay_risk|low_ctr_visible_page,refresh_and_review_ctr,0,1877,6,12,7.3,0.32,0.0,0.0,236,104,0.0,up
content_f0f639eb2f80,client_4e07408562,5054,0.6825606428911566,0.7811166666666667,0.6550333333333334,0.6328639115646258,0.30775996666666666,low_engagement_visible_page,monitor,0,4506,32,35,10.3,0.71,2.86,10.26,326,25,2832.0,stable
content_c5788a4e2824,client_6208ef0f77,5055,0.6825603238378686,0.8641666666666666,0.8432,0.33155782312925175,0.02088402777777778,declining_with_demand|low_engagement_visible_page,refresh,1,8614,1,50,31.2,0.01,0.0,5.08,286,104,6536.0,down
content_4bb993e9270e,client_6208ef0f77,5056,0.6825354100680272,0.6586666666666666,0.8432,0.6546340136054422,0.04900480000000001,declining_with_demand|low_ctr_visible_page,refresh_and_review_ctr,1,1986,0,2,1.3,0.0,0.0,0.0,151,104,5325.0,down
content_4f6920955c40,client_19581e27de,5057,0.6824960121031745,0.6290166666666667,0.8432,0.6020588095238095,0.5482928611111111,declining_with_demand|page_one_decay_risk,refresh,1,1656,14,25,3.1,0.85,8.0,7.14,330,104,0.0,down
content_3164f3076003,client_8527a891e2,5058,0.6824942168707483,0.7069833333333333,0.8432,0.4891170408163265,0.4892324666666666,low_ctr_visible_page,refresh_and_review_ctr,0,2696,1,3,16.1,0.04,33.33,66.67,275,104,1274.0,up
content_56c54a03ece2,client_19581e27de,5059,0.682466975680272,0.6271,0.8432,0.6053434693877551,0.5466221666666666,declining_with_demand|low_ctr_visible_page,refresh_and_review_ctr,1,1638,0,6,2.7,0.0,33.33,33.33,144,104,0.0,down
content_527d09d905c6,client_4e07408562,5060,0.6824175450340135,0.7734666666666666,0.6550333333333334,0.6219303401360544,0.42076586666666665,low_ctr_visible_page,refresh_and_review_ctr,0,4262,6,4,10.6,0.14,25.0,20.0,228,25,2476.0,stable
content_ee9cff20f623,client_6208ef0f77,5061,0.6823723117216552,0.8623833333333333,0.8432,0.33087360544217687,0.03481154055555555,declining_with_demand|low_engagement_visible_page,refresh,1,8468,6,117,31.2,0.07,0.85,10.77,139,104,6098.0,down
content_6258d3da5e18,client_6208ef0f77,5062,0.6823668559523809,0.7883333333333333,0.8432,0.4504761904761905,0.029089500000000035,low_engagement_visible_page,monitor,0,4748,4,427,22.0,0.08,0.0,13.95,236,104,6179.0,stable
content_b7bd17e0cf9b,client_19581e27de,5063,0.6823633484693877,0.6507,0.8432,0.5630546938775509,0.5671935,low_ctr_visible_page,refresh_and_review_ctr,0,1891,1,3,7.6,0.05,0.0,0.0,144,104,0.0,stable
content_c85b224ecbe1,client_349c41201b,5064,0.6823483133888889,0.9111333333333334,0.336,0.8200200000000001,0.2417996011111111,low_engagement_visible_page,monitor,0,13739,69,91,5.9,0.5,0.0,1.02,144,20,3174.0,stable
content_ced2252120c8,client_349c41201b,5065,0.6823428825283447,0.9296333333333333,0.336,0.7892397278911564,0.24759234444444442,declining_with_demand|low_ctr_visible_page|low_engagement_visible_page,refresh_and_review_ctr,1,17316,34,106,8.4,0.2,1.89,3.7,126,20,3170.0,down
content_4f8601741edf,client_19581e27de,5066,0.6823185073922903,0.8988333333333334,0.336,0.8419683673469388,0.22986164444444449,low_ctr_visible_page|low_engagement_visible_page,refresh_and_review_ctr,0,12022,36,36,4.1,0.3,2.78,2.44,126,20,3219.0,up
content_63955827d8cd,client_19581e27de,5067,0.6822520460926871,0.90695,0.336,0.8273605102040817,0.23663837083333336,declining_with_demand|low_engagement_visible_page,refresh,1,13136,74,90,5.3,0.56,1.11,1.87,103,20,3196.0,down
content_e1e3cc5865ee,client_4ec9599fc2,5068,0.682235239348356,0.6974833333333333,0.8432,0.5038961224489796,0.4861575080555555,general_refresh_review,monitor,0,2541,13,29,14.6,0.51,10.34,16.67,329,104,1234.0,stable
content_4707cb13c51a,client_19581e27de,5069,0.6822295712868481,0.6654166666666667,0.8432,0.5364073129251701,0.5800215277777778,low_ctr_visible_page,refresh_and_review_ctr,0,2080,5,20,10.5,0.24,5.0,9.52,236,104,0.0,up
content_4302c4925c0f,client_3fdba35f04,5070,0.6822244599047619,0.7238,0.8432,0.4623457142857143,0.48316062666666665,declining_with_demand|low_ctr_visible_page,refresh_and_review_ctr,1,2998,3,8,18.7,0.1,0.0,27.27,333,104,1388.0,down
content_c6034a87a2ac,client_6208ef0f77,5071,0.6822176048534582,0.8185166666666667,0.8432,0.40424700680272113,0.01578372972222221,declining_with_demand|low_engagement_visible_page,refresh,1,5992,9,93,25.8,0.15,0.0,3.64,299,104,6701.0,down
content_b603b3ce3bad,client_6208ef0f77,5072,0.682160195595805,0.7843166666666667,0.8432,0.4433790136054422,0.09257551055555555,declining_with_demand|low_engagement_visible_page,refresh,1,4599,23,122,22.3,0.5,3.28,5.03,236,104,4370.0,down
content_41c3b51900da,client_19581e27de,5073,0.6821589148809524,0.77285,0.5882833333333334,0.6514021428571429,0.6736675833333334,page_one_decay_risk|low_ctr_visible_page|low_engagement_visible_page,refresh_and_review_ctr,0,4241,1,122,8.7,0.02,1.64,1.64,466,22,0.0,stable
content_c97f35707e0d,client_349c41201b,5074,0.6820584439229025,0.9278666666666666,0.336,0.8142503401360544,0.13098384444444444,declining_with_demand|low_ctr_visible_page|low_engagement_visible_page,refresh_and_review_ctr,1,16865,36,90,7.0,0.21,4.44,4.3,144,20,4046.0,down
content_fa60e7e7394f,client_6208ef0f77,5075,0.6820410893367347,0.8985,0.8432,0.27871836734693883,2.99499999999967e-05,declining_with_demand|low_engagement_visible_page,refresh,1,11975,20,403,34.8,0.17,0.74,4.46,287,104,9179.0,down
content_e13351483551,client_19581e27de,5076,0.6820172296417234,0.9130666666666667,0.336,0.7844919727891156,0.3973513955555556,page_one_decay_risk|low_ctr_visible_page|low_engagement_visible_page,refresh_and_review_ctr,0,14042,13,124,7.9,0.09,2.42,3.94,421,20,2748.0,stable
content_127d10b24d29,client_19581e27de,5077,0.682005893962585,0.75095,0.5882833333333334,0.6896479591836735,0.6545780833333333,declining_with_demand|page_one_decay_risk|low_ctr_visible_page,refresh_and_review_ctr,1,3643,13,15,5.0,0.36,0.0,0.0,389,22,0.0,down
content_649c63664f77,client_f369cb89fc,5078,0.6820031251323696,0.9011833333333333,0.336,0.8331347959183674,0.2489218563888889,low_engagement_visible_page,monitor,0,12331,75,69,4.7,0.61,1.45,11.11,95,20,3130.0,stable
content_ff4dac7dd334,client_4e07408562,5079,0.6819804201853741,0.8759,0.6550333333333334,0.4737010204081633,0.3337033016666667,declining_with_demand,refresh,1,9658,4,9,23.5,0.04,0.0,0.0,326,25,2857.0,down
content_996a82579136,client_3fdba35f04,5080,0.6819772570742629,0.8823666666666666,0.6647666666666666,0.4195743537414966,0.49414003944444435,declining_with_demand|low_engagement_visible_page,refresh,1,10223,4,45,26.7,0.04,4.44,15.52,223,26,2400.0,down
content_6133041b3ad3,client_19581e27de,5081,0.6819494401927438,0.8058333333333333,0.5882833333333334,0.5920408163265305,0.7024180555555556,declining_with_demand|low_ctr_visible_page,refresh_and_review_ctr,1,5403,1,26,14.0,0.02,0.0,0.0,482,22,0.0,down
content_340362b16729,client_19581e27de,5082,0.6819317158730158,0.6561333333333333,0.8432,0.5516876190476191,0.5719295555555556,declining_with_demand|page_one_decay_risk|low_ctr_visible_page,refresh_and_review_ctr,1,1955,4,6,8.8,0.2,0.0,16.67,330,104,0.0,down
content_10edd4b89d3b,client_19581e27de,5083,0.6819297444444443,0.6665333333333333,0.8432,0.5332266666666666,0.5809948888888888,low_ctr_visible_page,refresh_and_review_ctr,0,2096,5,16,10.8,0.24,0.0,0.0,329,104,0.0,up
